"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
30,Montana,1976,6,"536,000","333,040",62.1,"313,675",58.5,"19,365",5.8
31,Nebraska,1976,6,"1,101,000","715,081",64.9,"693,197",63,"21,884",3.1
32,Nevada,1976,6,"462,000","326,591",70.7,"298,204",64.5,"28,387",8.7
33,New Hampshire,1976,6,"601,000","398,473",66.3,"372,765",62,"25,708",6.5
34,New Jersey,1976,6,"5,381,000","3,318,612",61.7,"2,975,187",55.3,"343,425",10.3
35,New Mexico,1976,6,"807,000","487,022",60.3,"445,278",55.2,"41,744",8.6
36,New York,1976,6,"13,224,000","7,688,483",58.1,"6,907,840",52.2,"780,643",10.2
51000,New York city,1976,6,"5,685,000","3,077,212",54.1,"2,735,049",48.1,"342,163",11.1
37,North Carolina,1976,6,"3,933,000","2,608,026",66.3,"2,452,391",62.4,"155,635",6
38,North Dakota,1976,6,"446,000","279,841",62.7,"269,504",60.4,"10,337",3.7
39,Ohio,1976,6,"7,726,000","4,753,211",61.5,"4,389,731",56.8,"363,480",7.6
40,Oklahoma,1976,6,"2,019,000","1,189,831",58.9,"1,122,849",55.6,"66,982",5.6
41,Oregon,1976,6,"1,736,000","1,087,580",62.6,"989,181",57,"98,399",9
42,Pennsylvania,1976,6,"8,804,000","5,135,162",58.3,"4,722,519",53.6,"412,643",8
44,Rhode Island,1976,6,"695,000","441,442",63.5,"407,522",58.6,"33,920",7.7
45,South Carolina,1976,6,"2,005,000","1,296,350",64.7,"1,207,151",60.2,"89,199",6.9
46,South Dakota,1976,6,"480,000","309,715",64.5,"300,120",62.5,"9,595",3.1
47,Tennessee,1976,6,"3,110,000","1,850,737",59.5,"1,740,968",56,"109,769",5.9
48,Texas,1976,6,"8,948,000","5,708,574",63.8,"5,369,891",60,"338,683",5.9
49,Utah,1976,6,"835,000","524,656",62.8,"495,414",59.3,"29,242",5.6
50,Vermont,1976,6,"342,000","218,340",63.8,"199,914",58.5,"18,426",8.4
51,Virginia,1976,6,"3,575,000","2,337,293",65.4,"2,200,717",61.6,"136,576",5.8
53,Washington,1976,6,"2,630,000","1,604,380",61,"1,466,236",55.8,"138,144",8.6
54,West Virginia,1976,6,"1,366,000","710,644",52,"658,327",48.2,"52,317",7.4
55,Wisconsin,1976,6,"3,263,000","2,141,170",65.6,"2,026,605",62.1,"114,565",5.4
56,Wyoming,1976,6,"275,000","180,143",65.5,"173,267",63,"6,876",3.8
1,Alabama,1976,7,"2,636,000","1,500,730",56.9,"1,402,364",53.2,"98,366",6.6
2,Alaska,1976,7,"242,000","165,368",68.3,"153,282",63.3,"12,086",7.3
4,Arizona,1976,7,"1,652,000","981,975",59.4,"887,162",53.7,"94,813",9.7
5,Arkansas,1976,7,"1,545,000","893,053",57.8,"832,622",53.9,"60,431",6.8
6,California,1976,7,"15,841,000","9,903,604",62.5,"9,010,377",56.9,"893,227",9
37,Los Angeles County,1976,7,"5,330,000","3,399,094",63.8,"3,103,079",58.2,"296,015",8.7
8,Colorado,1976,7,"1,859,000","1,234,684",66.4,"1,163,541",62.6,"71,143",5.8
9,Connecticut,1976,7,"2,261,000","1,460,635",64.6,"1,327,624",58.7,"133,011",9.1
10,Delaware,1976,7,"421,000","263,315",62.5,"240,211",57.1,"23,104",8.8
11,District of Columbia,1976,7,"517,000","331,507",64.1,"303,684",58.7,"27,823",8.4
12,Florida,1976,7,"6,514,000","3,602,782",55.3,"3,275,577",50.3,"327,205",9.1
13,Georgia,1976,7,"3,559,000","2,273,239",63.9,"2,092,242",58.8,"180,997",8
15,Hawaii,1976,7,"593,000","410,102",69.2,"373,058",62.9,"37,044",9
16,Idaho,1976,7,"590,000","373,107",63.2,"352,181",59.7,"20,926",5.6
17,Illinois,1976,7,"8,183,000","5,156,594",63,"4,816,599",58.9,"339,995",6.6
18,Indiana,1976,7,"3,814,000","2,445,243",64.1,"2,306,108",60.5,"139,135",5.7
19,Iowa,1976,7,"2,084,000","1,337,276",64.2,"1,284,353",61.6,"52,923",4
20,Kansas,1976,7,"1,649,000","1,079,247",65.4,"1,035,054",62.8,"44,193",4.1
21,Kentucky,1976,7,"2,490,000","1,494,780",60,"1,413,722",56.8,"81,058",5.4
22,Louisiana,1976,7,"2,712,000","1,534,267",56.6,"1,430,273",52.7,"103,994",6.8
23,Maine,1976,7,"774,000","477,095",61.6,"436,790",56.4,"40,305",8.4
24,Maryland,1976,7,"2,979,000","1,915,202",64.3,"1,789,408",60.1,"125,794",6.6
25,Massachusetts,1976,7,"4,213,000","2,730,674",64.8,"2,469,470",58.6,"261,204",9.6
26,Michigan,1976,7,"6,454,000","3,996,327",61.9,"3,627,749",56.2,"368,578",9.2
27,Minnesota,1976,7,"2,815,000","1,853,413",65.8,"1,749,799",62.2,"103,614",5.6
28,Mississippi,1976,7,"1,659,000","970,764",58.5,"910,473",54.9,"60,291",6.2
29,Missouri,1976,7,"3,489,000","2,128,622",61,"1,996,806",57.2,"131,816",6.2
30,Montana,1976,7,"537,000","333,822",62.2,"314,232",58.5,"19,590",5.9
31,Nebraska,1976,7,"1,102,000","717,323",65.1,"695,483",63.1,"21,840",3
32,Nevada,1976,7,"464,000","328,735",70.8,"300,492",64.8,"28,243",8.6
33,New Hampshire,1976,7,"602,000","401,028",66.6,"375,302",62.3,"25,726",6.4
34,New Jersey,1976,7,"5,385,000","3,325,758",61.8,"2,980,510",55.3,"345,248",10.4
35,New Mexico,1976,7,"810,000","489,256",60.4,"447,267",55.2,"41,989",8.6
36,New York,1976,7,"13,230,000","7,696,362",58.2,"6,912,373",52.2,"783,989",10.2
51000,New York city,1976,7,"5,683,000","3,081,073",54.2,"2,737,981",48.2,"343,092",11.1
37,North Carolina,1976,7,"3,940,000","2,612,384",66.3,"2,458,363",62.4,"154,021",5.9
38,North Dakota,1976,7,"447,000","281,143",62.9,"270,419",60.5,"10,724",3.8
39,Ohio,1976,7,"7,731,000","4,750,580",61.4,"4,392,879",56.8,"357,701",7.5
40,Oklahoma,1976,7,"2,023,000","1,191,650",58.9,"1,125,315",55.6,"66,335",5.6
41,Oregon,1976,7,"1,740,000","1,094,956",62.9,"995,571",57.2,"99,385",9.1
42,Pennsylvania,1976,7,"8,810,000","5,138,310",58.3,"4,729,977",53.7,"408,333",7.9
44,Rhode Island,1976,7,"696,000","441,304",63.4,"406,937",58.5,"34,367",7.8
45,South Carolina,1976,7,"2,009,000","1,297,400",64.6,"1,208,997",60.2,"88,403",6.8
46,South Dakota,1976,7,"481,000","310,718",64.6,"300,829",62.5,"9,889",3.2
47,Tennessee,1976,7,"3,116,000","1,860,137",59.7,"1,748,920",56.1,"111,217",6
48,Texas,1976,7,"8,974,000","5,732,915",63.9,"5,395,557",60.1,"337,358",5.9
49,Utah,1976,7,"837,000","527,210",63,"498,273",59.5,"28,937",5.5
50,Vermont,1976,7,"343,000","218,925",63.8,"200,721",58.5,"18,204",8.3
51,Virginia,1976,7,"3,583,000","2,341,316",65.3,"2,205,025",61.5,"136,291",5.8
53,Washington,1976,7,"2,636,000","1,617,348",61.4,"1,475,933",56,"141,415",8.7
54,West Virginia,1976,7,"1,369,000","708,875",51.8,"657,571",48,"51,304",7.2
55,Wisconsin,1976,7,"3,267,000","2,147,574",65.7,"2,033,622",62.2,"113,952",5.3
56,Wyoming,1976,7,"276,000","181,523",65.8,"174,732",63.3,"6,791",3.7
1,Alabama,1976,8,"2,641,000","1,505,121",57,"1,404,636",53.2,"100,485",6.7
2,Alaska,1976,8,"243,000","166,416",68.5,"153,715",63.3,"12,701",7.6
4,Arizona,1976,8,"1,658,000","987,541",59.6,"892,485",53.8,"95,056",9.6
5,Arkansas,1976,8,"1,548,000","894,755",57.8,"835,190",54,"59,565",6.7
6,California,1976,8,"15,879,000","9,943,383",62.6,"9,037,097",56.9,"906,286",9.1
37,Los Angeles County,1976,8,"5,335,000","3,402,483",63.8,"3,103,316",58.2,"299,167",8.8
8,Colorado,1976,8,"1,865,000","1,239,866",66.5,"1,166,313",62.5,"73,553",5.9
9,Connecticut,1976,8,"2,263,000","1,461,961",64.6,"1,330,847",58.8,"131,114",9
10,Delaware,1976,8,"422,000","263,947",62.5,"240,436",57,"23,511",8.9
11,District of Columbia,1976,8,"517,000","330,756",64,"302,555",58.5,"28,201",8.5
12,Florida,1976,8,"6,532,000","3,607,644",55.2,"3,280,710",50.2,"326,934",9.1
13,Georgia,1976,8,"3,567,000","2,280,846",63.9,"2,099,313",58.9,"181,533",8
15,Hawaii,1976,8,"594,000","410,357",69.1,"373,926",63,"36,431",8.9
16,Idaho,1976,8,"592,000","375,109",63.4,"354,023",59.8,"21,086",5.6
17,Illinois,1976,8,"8,192,000","5,158,806",63,"4,818,730",58.8,"340,076",6.6
18,Indiana,1976,8,"3,819,000","2,450,242",64.2,"2,311,280",60.5,"138,962",5.7
19,Iowa,1976,8,"2,086,000","1,339,651",64.2,"1,287,034",61.7,"52,617",3.9
20,Kansas,1976,8,"1,651,000","1,082,510",65.6,"1,038,432",62.9,"44,078",4.1
21,Kentucky,1976,8,"2,494,000","1,495,671",60,"1,415,395",56.8,"80,276",5.4
22,Louisiana,1976,8,"2,718,000","1,538,687",56.6,"1,433,303",52.7,"105,384",6.8
23,Maine,1976,8,"775,000","477,210",61.6,"436,562",56.3,"40,648",8.5
24,Maryland,1976,8,"2,984,000","1,919,926",64.3,"1,792,801",60.1,"127,125",6.6
25,Massachusetts,1976,8,"4,217,000","2,736,966",64.9,"2,480,126",58.8,"256,840",9.4
26,Michigan,1976,8,"6,462,000","4,001,428",61.9,"3,637,189",56.3,"364,239",9.1
27,Minnesota,1976,8,"2,819,000","1,860,447",66,"1,755,105",62.3,"105,342",5.7
28,Mississippi,1976,8,"1,662,000","972,756",58.5,"911,266",54.8,"61,490",6.3
29,Missouri,1976,8,"3,493,000","2,137,004",61.2,"2,002,746",57.3,"134,258",6.3
30,Montana,1976,8,"538,000","334,898",62.2,"315,090",58.6,"19,808",5.9
31,Nebraska,1976,8,"1,103,000","719,393",65.2,"697,327",63.2,"22,066",3.1
32,Nevada,1976,8,"466,000","330,696",71,"302,339",64.9,"28,357",8.6
33,New Hampshire,1976,8,"604,000","402,883",66.7,"377,207",62.5,"25,676",6.4
34,New Jersey,1976,8,"5,389,000","3,331,284",61.8,"2,984,381",55.4,"346,903",10.4
35,New Mexico,1976,8,"813,000","491,177",60.4,"448,792",55.2,"42,385",8.6
36,New York,1976,8,"13,231,000","7,697,049",58.2,"6,910,069",52.2,"786,980",10.2
51000,New York city,1976,8,"5,677,000","3,082,731",54.3,"2,739,158",48.3,"343,573",11.1
37,North Carolina,1976,8,"3,948,000","2,615,329",66.2,"2,460,401",62.3,"154,928",5.9
38,North Dakota,1976,8,"448,000","282,200",63,"271,148",60.5,"11,052",3.9
39,Ohio,1976,8,"7,738,000","4,748,526",61.4,"4,393,870",56.8,"354,656",7.5
40,Oklahoma,1976,8,"2,027,000","1,193,335",58.9,"1,127,599",55.6,"65,736",5.5
41,Oregon,1976,8,"1,745,000","1,102,501",63.2,"1,001,472",57.4,"101,029",9.2
42,Pennsylvania,1976,8,"8,816,000","5,141,829",58.3,"4,736,852",53.7,"404,977",7.9
44,Rhode Island,1976,8,"697,000","441,117",63.3,"406,023",58.3,"35,094",8
45,South Carolina,1976,8,"2,014,000","1,298,899",64.5,"1,210,629",60.1,"88,270",6.8
46,South Dakota,1976,8,"482,000","311,636",64.7,"301,341",62.5,"10,295",3.3
47,Tennessee,1976,8,"3,122,000","1,869,160",59.9,"1,755,915",56.2,"113,245",6.1
48,Texas,1976,8,"8,997,000","5,748,413",63.9,"5,414,486",60.2,"333,927",5.8
49,Utah,1976,8,"840,000","529,123",63,"500,375",59.6,"28,748",5.4
50,Vermont,1976,8,"344,000","219,150",63.7,"201,245",58.5,"17,905",8.2
51,Virginia,1976,8,"3,590,000","2,345,276",65.3,"2,208,979",61.5,"136,297",5.8
53,Washington,1976,8,"2,643,000","1,630,362",61.7,"1,485,599",56.2,"144,763",8.9
54,West Virginia,1976,8,"1,371,000","706,460",51.5,"656,636",47.9,"49,824",7.1
55,Wisconsin,1976,8,"3,272,000","2,153,381",65.8,"2,038,648",62.3,"114,733",5.3
56,Wyoming,1976,8,"277,000","182,561",65.9,"175,824",63.5,"6,737",3.7
1,Alabama,1976,9,"2,645,000","1,509,649",57.1,"1,407,083",53.2,"102,566",6.8
2,Alaska,1976,9,"243,000","167,180",68.8,"153,851",63.3,"13,329",8
4,Arizona,1976,9,"1,665,000","993,413",59.7,"898,289",54,"95,124",9.6
5,Arkansas,1976,9,"1,552,000","896,624",57.8,"837,593",54,"59,031",6.6
6,California,1976,9,"15,916,000","9,982,133",62.7,"9,062,648",56.9,"919,485",9.2
37,Los Angeles County,1976,9,"5,341,000","3,405,877",63.8,"3,103,689",58.1,"302,188",8.9
8,Colorado,1976,9,"1,870,000","1,246,348",66.6,"1,170,214",62.6,"76,134",6.1
9,Connecticut,1976,9,"2,265,000","1,461,610",64.5,"1,332,667",58.8,"128,943",8.8
10,Delaware,1976,9,"422,000","264,516",62.7,"240,732",57,"23,784",9
11,District of Columbia,1976,9,"516,000","330,093",64,"301,461",58.4,"28,632",8.7
12,Florida,1976,9,"6,549,000","3,611,679",55.1,"3,284,182",50.1,"327,497",9.1
13,Georgia,1976,9,"3,574,000","2,288,373",64,"2,105,436",58.9,"182,937",8
15,Hawaii,1976,9,"596,000","410,704",68.9,"374,686",62.9,"36,018",8.8
16,Idaho,1976,9,"594,000","376,968",63.5,"355,686",59.9,"21,282",5.6
17,Illinois,1976,9,"8,200,000","5,159,507",62.9,"4,821,126",58.8,"338,381",6.6
18,Indiana,1976,9,"3,823,000","2,452,705",64.2,"2,312,824",60.5,"139,881",5.7
19,Iowa,1976,9,"2,089,000","1,342,976",64.3,"1,290,218",61.8,"52,758",3.9
20,Kansas,1976,9,"1,653,000","1,085,274",65.7,"1,041,128",63,"44,146",4.1
21,Kentucky,1976,9,"2,499,000","1,496,361",59.9,"1,417,188",56.7,"79,173",5.3
22,Louisiana,1976,9,"2,723,000","1,542,014",56.6,"1,436,017",52.7,"105,997",6.9
23,Maine,1976,9,"777,000","477,240",61.4,"436,065",56.1,"41,175",8.6
24,Maryland,1976,9,"2,988,000","1,923,870",64.4,"1,795,726",60.1,"128,144",6.7
25,Massachusetts,1976,9,"4,220,000","2,740,809",64.9,"2,487,985",59,"252,824",9.2
26,Michigan,1976,9,"6,470,000","4,005,290",61.9,"3,643,758",56.3,"361,532",9
27,Minnesota,1976,9,"2,823,000","1,866,528",66.1,"1,759,271",62.3,"107,257",5.7
28,Mississippi,1976,9,"1,665,000","974,831",58.5,"912,030",54.8,"62,801",6.4
29,Missouri,1976,9,"3,497,000","2,144,329",61.3,"2,007,558",57.4,"136,771",6.4
30,Montana,1976,9,"539,000","336,167",62.4,"316,209",58.7,"19,958",5.9
31,Nebraska,1976,9,"1,104,000","721,181",65.3,"698,890",63.3,"22,291",3.1
32,Nevada,1976,9,"469,000","332,594",70.9,"303,985",64.8,"28,609",8.6
33,New Hampshire,1976,9,"606,000","404,352",66.7,"378,725",62.5,"25,627",6.3
34,New Jersey,1976,9,"5,394,000","3,336,447",61.9,"2,987,935",55.4,"348,512",10.4
35,New Mexico,1976,9,"815,000","493,080",60.5,"450,077",55.2,"43,003",8.7
36,New York,1976,9,"13,233,000","7,691,659",58.1,"6,903,919",52.2,"787,740",10.2
51000,New York city,1976,9,"5,672,000","3,081,830",54.3,"2,739,239",48.3,"342,591",11.1
37,North Carolina,1976,9,"3,955,000","2,617,712",66.2,"2,460,023",62.2,"157,689",6
38,North Dakota,1976,9,"448,000","282,985",63.2,"271,679",60.6,"11,306",4
39,Ohio,1976,9,"7,745,000","4,748,258",61.3,"4,394,507",56.7,"353,751",7.5
40,Oklahoma,1976,9,"2,030,000","1,195,031",58.9,"1,129,978",55.7,"65,053",5.4
41,Oregon,1976,9,"1,751,000","1,109,625",63.4,"1,007,029",57.5,"102,596",9.2
42,Pennsylvania,1976,9,"8,822,000","5,145,831",58.3,"4,741,596",53.7,"404,235",7.9
44,Rhode Island,1976,9,"698,000","441,067",63.2,"405,075",58,"35,992",8.2
45,South Carolina,1976,9,"2,018,000","1,300,801",64.5,"1,212,463",60.1,"88,338",6.8
46,South Dakota,1976,9,"482,000","312,405",64.8,"301,733",62.6,"10,672",3.4
47,Tennessee,1976,9,"3,129,000","1,877,764",60,"1,762,321",56.3,"115,443",6.1
48,Texas,1976,9,"9,021,000","5,760,462",63.9,"5,429,512",60.2,"330,950",5.7
49,Utah,1976,9,"842,000","530,674",63,"501,982",59.6,"28,692",5.4
50,Vermont,1976,9,"345,000","219,230",63.5,"201,667",58.5,"17,563",8
51,Virginia,1976,9,"3,598,000","2,349,043",65.3,"2,213,245",61.5,"135,798",5.8
53,Washington,1976,9,"2,650,000","1,642,767",62,"1,494,839",56.4,"147,928",9
54,West Virginia,1976,9,"1,374,000","704,288",51.3,"655,887",47.7,"48,401",6.9
55,Wisconsin,1976,9,"3,276,000","2,157,929",65.9,"2,042,335",62.3,"115,594",5.4
56,Wyoming,1976,9,"278,000","183,449",66,"176,702",63.6,"6,747",3.7
1,Alabama,1976,10,"2,650,000","1,514,447",57.1,"1,409,795",53.2,"104,652",6.9
2,Alaska,1976,10,"244,000","167,790",68.8,"153,868",63.1,"13,922",8.3
4,Arizona,1976,10,"1,671,000","999,463",59.8,"904,453",54.1,"95,010",9.5
5,Arkansas,1976,10,"1,555,000","898,793",57.8,"839,863",54,"58,930",6.6
6,California,1976,10,"15,954,000","10,020,044",62.8,"9,089,492",57,"930,552",9.3
37,Los Angeles County,1976,10,"5,346,000","3,409,972",63.8,"3,105,661",58.1,"304,311",8.9
8,Colorado,1976,10,"1,876,000","1,253,820",66.8,"1,175,284",62.6,"78,536",6.3
9,Connecticut,1976,10,"2,267,000","1,460,490",64.4,"1,333,848",58.8,"126,642",8.7
10,Delaware,1976,10,"423,000","265,109",62.7,"241,053",57,"24,056",9.1
11,District of Columbia,1976,10,"516,000","329,502",63.9,"300,500",58.2,"29,002",8.8
12,Florida,1976,10,"6,567,000","3,615,025",55,"3,286,676",50,"328,349",9.1
13,Georgia,1976,10,"3,582,000","2,295,743",64.1,"2,110,772",58.9,"184,971",8.1
15,Hawaii,1976,10,"597,000","411,303",68.9,"375,500",62.9,"35,803",8.7
16,Idaho,1976,10,"595,000","378,803",63.7,"357,186",60,"21,617",5.7
17,Illinois,1976,10,"8,209,000","5,161,172",62.9,"4,826,180",58.8,"334,992",6.5
18,Indiana,1976,10,"3,828,000","2,452,800",64.1,"2,311,115",60.4,"141,685",5.8
19,Iowa,1976,10,"2,091,000","1,347,410",64.4,"1,294,102",61.9,"53,308",4
20,Kansas,1976,10,"1,655,000","1,087,745",65.7,"1,043,241",63,"44,504",4.1
21,Kentucky,1976,10,"2,503,000","1,497,599",59.8,"1,419,389",56.7,"78,210",5.2
22,Louisiana,1976,10,"2,729,000","1,544,486",56.6,"1,438,250",52.7,"106,236",6.9
23,Maine,1976,10,"778,000","477,449",61.4,"435,542",56,"41,907",8.8
24,Maryland,1976,10,"2,993,000","1,927,709",64.4,"1,798,458",60.1,"129,251",6.7
25,Massachusetts,1976,10,"4,224,000","2,741,315",64.9,"2,492,084",59,"249,231",9.1
26,Michigan,1976,10,"6,477,000","4,010,071",61.9,"3,649,206",56.3,"360,865",9
27,Minnesota,1976,10,"2,827,000","1,871,691",66.2,"1,762,742",62.4,"108,949",5.8
28,Mississippi,1976,10,"1,667,000","976,863",58.6,"912,806",54.8,"64,057",6.6
29,Missouri,1976,10,"3,501,000","2,150,638",61.4,"2,011,493",57.5,"139,145",6.5
30,Montana,1976,10,"540,000","337,644",62.5,"317,497",58.8,"20,147",6
31,Nebraska,1976,10,"1,105,000","722,709",65.4,"700,287",63.4,"22,422",3.1
32,Nevada,1976,10,"471,000","334,508",71,"305,580",64.9,"28,928",8.6
33,New Hampshire,1976,10,"608,000","405,650",66.7,"379,970",62.5,"25,680",6.3
34,New Jersey,1976,10,"5,398,000","3,341,949",61.9,"2,991,372",55.4,"350,577",10.5
35,New Mexico,1976,10,"818,000","495,215",60.5,"451,379",55.2,"43,836",8.9
36,New York,1976,10,"13,234,000","7,684,134",58.1,"6,897,272",52.1,"786,862",10.2
51000,New York city,1976,10,"5,666,000","3,079,423",54.3,"2,738,977",48.3,"340,446",11.1
37,North Carolina,1976,10,"3,963,000","2,619,883",66.1,"2,458,321",62,"161,562",6.2
38,North Dakota,1976,10,"449,000","283,528",63.1,"272,003",60.6,"11,525",4.1
39,Ohio,1976,10,"7,752,000","4,750,895",61.3,"4,395,543",56.7,"355,352",7.5
40,Oklahoma,1976,10,"2,034,000","1,197,318",58.9,"1,132,849",55.7,"64,469",5.4
41,Oregon,1976,10,"1,756,000","1,116,143",63.6,"1,012,091",57.6,"104,052",9.3
42,Pennsylvania,1976,10,"8,828,000","5,150,807",58.3,"4,743,684",53.7,"407,123",7.9
44,Rhode Island,1976,10,"699,000","441,421",63.2,"404,409",57.9,"37,012",8.4
45,South Carolina,1976,10,"2,023,000","1,303,240",64.4,"1,214,447",60,"88,793",6.8
46,South Dakota,1976,10,"483,000","313,053",64.8,"302,045",62.5,"11,008",3.5
47,Tennessee,1976,10,"3,135,000","1,885,881",60.2,"1,768,008",56.4,"117,873",6.3
48,Texas,1976,10,"9,044,000","5,772,866",63.8,"5,442,664",60.2,"330,202",5.7
49,Utah,1976,10,"845,000","532,107",63,"503,267",59.6,"28,840",5.4
50,Vermont,1976,10,"345,000","219,366",63.6,"202,110",58.6,"17,256",7.9
51,Virginia,1976,10,"3,605,000","2,352,889",65.3,"2,217,915",61.5,"134,974",5.7
53,Washington,1976,10,"2,657,000","1,653,777",62.2,"1,502,690",56.6,"151,087",9.1
54,West Virginia,1976,10,"1,376,000","703,408",51.1,"655,510",47.6,"47,898",6.8
55,Wisconsin,1976,10,"3,281,000","2,161,240",65.9,"2,044,855",62.3,"116,385",5.4
56,Wyoming,1976,10,"279,000","184,315",66.1,"177,487",63.6,"6,828",3.7
1,Alabama,1976,11,"2,654,000","1,519,811",57.3,"1,412,921",53.2,"106,890",7
2,Alaska,1976,11,"244,000","168,258",69,"153,794",63,"14,464",8.6
4,Arizona,1976,11,"1,678,000","1,005,364",59.9,"910,597",54.3,"94,767",9.4
5,Arkansas,1976,11,"1,558,000","901,341",57.9,"842,135",54.1,"59,206",6.6
6,California,1976,11,"15,991,000","10,057,937",62.9,"9,120,389",57,"937,548",9.3
37,Los Angeles County,1976,11,"5,351,000","3,414,552",63.8,"3,109,521",58.1,"305,031",8.9
8,Colorado,1976,11,"1,881,000","1,261,349",67.1,"1,180,591",62.8,"80,758",6.4
9,Connecticut,1976,11,"2,270,000","1,459,621",64.3,"1,335,330",58.8,"124,291",8.5
10,Delaware,1976,11,"424,000","265,836",62.7,"241,509",57,"24,327",9.2
11,District of Columbia,1976,11,"515,000","328,979",63.9,"299,729",58.2,"29,250",8.9
12,Florida,1976,11,"6,584,000","3,618,451",55,"3,289,366",50,"329,085",9.1
13,Georgia,1976,11,"3,590,000","2,302,597",64.1,"2,115,728",58.9,"186,869",8.1
15,Hawaii,1976,11,"599,000","412,145",68.8,"376,474",62.9,"35,671",8.7
16,Idaho,1976,11,"597,000","380,682",63.8,"358,606",60.1,"22,076",5.8
17,Illinois,1976,11,"8,218,000","5,166,453",62.9,"4,835,787",58.8,"330,666",6.4
18,Indiana,1976,11,"3,833,000","2,451,136",63.9,"2,307,957",60.2,"143,179",5.8
19,Iowa,1976,11,"2,093,000","1,352,912",64.6,"1,298,854",62.1,"54,058",4
20,Kansas,1976,11,"1,658,000","1,090,148",65.8,"1,045,111",63,"45,037",4.1
21,Kentucky,1976,11,"2,507,000","1,500,135",59.8,"1,422,507",56.7,"77,628",5.2
22,Louisiana,1976,11,"2,734,000","1,546,793",56.6,"1,440,358",52.7,"106,435",6.9
23,Maine,1976,11,"780,000","477,981",61.3,"435,208",55.8,"42,773",8.9
24,Maryland,1976,11,"2,997,000","1,931,829",64.5,"1,801,646",60.1,"130,183",6.7
25,Massachusetts,1976,11,"4,227,000","2,738,644",64.8,"2,492,649",59,"245,995",9
26,Michigan,1976,11,"6,485,000","4,017,008",61.9,"3,655,726",56.4,"361,282",9
27,Minnesota,1976,11,"2,831,000","1,876,237",66.3,"1,766,050",62.4,"110,187",5.9
28,Mississippi,1976,11,"1,670,000","978,822",58.6,"913,557",54.7,"65,265",6.7
29,Missouri,1976,11,"3,505,000","2,155,782",61.5,"2,015,230",57.5,"140,552",6.5
30,Montana,1976,11,"542,000","339,163",62.6,"318,803",58.8,"20,360",6
31,Nebraska,1976,11,"1,106,000","724,199",65.5,"701,693",63.4,"22,506",3.1
32,Nevada,1976,11,"474,000","336,491",71,"307,303",64.8,"29,188",8.7
33,New Hampshire,1976,11,"610,000","406,994",66.7,"381,158",62.5,"25,836",6.3
34,New Jersey,1976,11,"5,403,000","3,348,160",62,"2,995,183",55.4,"352,977",10.5
35,New Mexico,1976,11,"820,000","497,601",60.7,"452,921",55.2,"44,680",9
36,New York,1976,11,"13,235,000","7,678,510",58,"6,893,843",52.1,"784,667",10.2
51000,New York city,1976,11,"5,660,000","3,076,833",54.4,"2,739,097",48.4,"337,736",11
37,North Carolina,1976,11,"3,971,000","2,622,472",66,"2,456,782",61.9,"165,690",6.3
38,North Dakota,1976,11,"449,000","283,975",63.2,"272,196",60.6,"11,779",4.1
39,Ohio,1976,11,"7,759,000","4,756,815",61.3,"4,399,284",56.7,"357,531",7.5
40,Oklahoma,1976,11,"2,038,000","1,200,617",58.9,"1,136,665",55.8,"63,952",5.3
41,Oregon,1976,11,"1,761,000","1,121,842",63.7,"1,016,783",57.7,"105,059",9.4
42,Pennsylvania,1976,11,"8,835,000","5,157,677",58.4,"4,744,837",53.7,"412,840",8
44,Rhode Island,1976,11,"700,000","442,229",63.2,"404,217",57.7,"38,012",8.6
45,South Carolina,1976,11,"2,027,000","1,306,377",64.4,"1,216,485",60,"89,892",6.9
46,South Dakota,1976,11,"483,000","313,656",64.9,"302,342",62.6,"11,314",3.6
47,Tennessee,1976,11,"3,142,000","1,894,081",60.3,"1,773,459",56.4,"120,622",6.4
48,Texas,1976,11,"9,067,000","5,788,621",63.8,"5,456,390",60.2,"332,231",5.7
49,Utah,1976,11,"847,000","533,597",63,"504,477",59.6,"29,120",5.5
50,Vermont,1976,11,"346,000","219,725",63.5,"202,700",58.6,"17,025",7.7
51,Virginia,1976,11,"3,612,000","2,357,368",65.3,"2,223,244",61.6,"134,124",5.7
53,Washington,1976,11,"2,664,000","1,662,926",62.4,"1,508,919",56.6,"154,007",9.3
54,West Virginia,1976,11,"1,378,000","704,057",51.1,"655,743",47.6,"48,314",6.9
55,Wisconsin,1976,11,"3,286,000","2,164,150",65.9,"2,046,725",62.3,"117,425",5.4
56,Wyoming,1976,11,"280,000","185,232",66.2,"178,305",63.7,"6,927",3.7
